user_id,title,grade
561,"A Knight's Tale",1
616,"A Knight's Tale",4
785,"A Knight's Tale",3
291,"A Knight's Tale",4
358,"A Knight's Tale",5
188,"A Knight's Tale",3
769,"There's Something About Mary: Special Edition",4
195,"There's Something About Mary: Special Edition",5
199,"There's Something About Mary: Special Edition",5
602,"There's Something About Mary: Special Edition",5
383,"There's Something About Mary: Special Edition",3
164,"There's Something About Mary: Special Edition",5
609,"There's Something About Mary: Special Edition",4
544,"There's Something About Mary: Special Edition",4
485,"There's Something About Mary: Special Edition",4
767,"There's Something About Mary: Special Edition",2
265,"There's Something About Mary: Special Edition",3
79,"There's Something About Mary: Special Edition",3
477,"There's Something About Mary: Special Edition",3
906,"There's Something About Mary: Special Edition",3
462,"There's Something About Mary: Special Edition",4
301,"There's Something About Mary: Special Edition",4
684,"There's Something About Mary: Special Edition",5
7,"There's Something About Mary: Special Edition",3
266,"There's Something About Mary: Special Edition",5
967,"There's Something About Mary: Special Edition",4
481,"There's Something About Mary: Special Edition",5
134,"There's Something About Mary: Special Edition",5
283,"There's Something About Mary: Special Edition",3
981,"There's Something About Mary: Special Edition",4
192,"There's Something About Mary: Special Edition",4
10,"There's Something About Mary: Special Edition",5
561,"There's Something About Mary: Special Edition",1
6,"There's Something About Mary: Special Edition",3
291,"There's Something About Mary: Special Edition",3
536,"There's Something About Mary: Special Edition",5
304,"There's Something About Mary: Special Edition",5
188,"There's Something About Mary: Special Edition",4
576,"There's Something About Mary: Special Edition",4
735,"There's Something About Mary: Special Edition",4
195,"Friday",4
199,"Friday",5
602,"Friday",4
383,"Friday",3
719,"Friday",5
766,"Friday",5
756,"Friday",2
266,"Friday",4
967,"Friday",4
578,"Friday",5
998,"Friday",1
614,"Friday",4
188,"Friday",4
735,"Friday",4
906,"Straw Dogs",3
333,"Straw Dogs",4
192,"Straw Dogs",4
305,"Straw Dogs",5
769,"Manhattan",4
298,"Manhattan",5
131,"Manhattan",4
906,"Manhattan",5
7,"Sweet Dreams",4
485,"Anatomy of a Murder",4
769,"8MM",2
199,"8MM",5
602,"8MM",4
7,"8MM",4
437,"8MM",2
481,"8MM",4
134,"8MM",5
742,"8MM",1
769,"Rocky II",5
199,"Rocky II",4
602,"Rocky II",4
609,"Rocky II",4
719,"Rocky II",5
116,"Rocky II",4
79,"Rocky II",3
7,"Rocky II",4
250,"Rocky II",3
291,"Rocky II",3
188,"Rocky II",4
384,"Stepmom",3
979,"Stepmom",4
793,"Stepmom",5
248,"Stepmom",3
828,"Stepmom",5
682,"Stepmom",5
302,"Stepmom",4
633,"Stepmom",4
231,"Stepmom",3
470,"Stepmom",3
695,"Stepmom",3
609,"Stepmom",4
169,"Stepmom",4
97,"Stepmom",3
485,"Stepmom",4
116,"Stepmom",4
265,"Stepmom",4
79,"Stepmom",4
477,"Stepmom",2
857,"Stepmom",3
462,"Stepmom",2
784,"Stepmom",4
585,"Stepmom",5
94,"Stepmom",3
7,"Stepmom",5
968,"Stepmom",4
178,"Stepmom",1
126,"Stepmom",5
660,"Stepmom",3
481,"Stepmom",3
527,"Stepmom",4
183,"Stepmom",4
998,"Stepmom",5
10,"Stepmom",4
614,"Stepmom",4
933,"Stepmom",3
536,"Stepmom",5
663,"Stepmom",4
609,"The Lucy Show: The Lost Episodes Marathon: Vol. 1",4
79,"Shaft",3
769,"The Grapes of Wrath",4
906,"The Grapes of Wrath",5
7,"The Grapes of Wrath",5
769,"Star Wars: Episode VI: Return of the Jedi",2
195,"Star Wars: Episode VI: Return of the Jedi",4
199,"Star Wars: Episode VI: Return of the Jedi",4
383,"Star Wars: Episode VI: Return of the Jedi",4
609,"Star Wars: Episode VI: Return of the Jedi",4
169,"Star Wars: Episode VI: Return of the Jedi",3
352,"Star Wars: Episode VI: Return of the Jedi",5
97,"Star Wars: Episode VI: Return of the Jedi",5
116,"Star Wars: Episode VI: Return of the Jedi",5
750,"Star Wars: Episode VI: Return of the Jedi",5
766,"Star Wars: Episode VI: Return of the Jedi",5
79,"Star Wars: Episode VI: Return of the Jedi",5
477,"Star Wars: Episode VI: Return of the Jedi",5
201,"Star Wars: Episode VI: Return of the Jedi",5
462,"Star Wars: Episode VI: Return of the Jedi",4
920,"Star Wars: Episode VI: Return of the Jedi",3
684,"Star Wars: Episode VI: Return of the Jedi",5
7,"Star Wars: Episode VI: Return of the Jedi",5
437,"Star Wars: Episode VI: Return of the Jedi",3
466,"Star Wars: Episode VI: Return of the Jedi",5
596,"Star Wars: Episode VI: Return of the Jedi",5
481,"Star Wars: Episode VI: Return of the Jedi",5
134,"Star Wars: Episode VI: Return of the Jedi",5
368,"Star Wars: Episode VI: Return of the Jedi",5
305,"Star Wars: Episode VI: Return of the Jedi",4
561,"Star Wars: Episode VI: Return of the Jedi",5
6,"Star Wars: Episode VI: Return of the Jedi",5
930,"Star Wars: Episode VI: Return of the Jedi",4
304,"Star Wars: Episode VI: Return of the Jedi",5
188,"Star Wars: Episode VI: Return of the Jedi",3
939,"Star Wars: Episode VI: Return of the Jedi",5
735,"Star Wars: Episode VI: Return of the Jedi",4
302,"Stranded",3
79,"Cool Runnings",3
296,"Country",2
684,"Psycho II",4
769,"Daddy Day Care",2
834,"Daddy Day Care",3
199,"Daddy Day Care",3
828,"Daddy Day Care",4
602,"Daddy Day Care",4
59,"Daddy Day Care",1
392,"Daddy Day Care",3
788,"Daddy Day Care",3
383,"Daddy Day Care",4
42,"Daddy Day Care",4
169,"Daddy Day Care",3
79,"Daddy Day Care",5
265,"Daddy Day Care",4
857,"Daddy Day Care",3
201,"Daddy Day Care",3
462,"Daddy Day Care",2
83,"Daddy Day Care",3
585,"Daddy Day Care",4
7,"Daddy Day Care",4
481,"Daddy Day Care",3
915,"Daddy Day Care",4
527,"Daddy Day Care",3
183,"Daddy Day Care",3
305,"Daddy Day Care",3
291,"Daddy Day Care",3
536,"Daddy Day Care",3
424,"Daddy Day Care",1
685,"WWE: The Self-Destruction of the Ultimate Warrior",4
199,"Very Bad Things",4
283,"Very Bad Things",1
742,"Very Bad Things",3
785,"Very Bad Things",3
596,"The Serpent's Kiss",3
682,"Death Wish 5: The Face of Death",1
478,"Angels in America",5
664,"Angels in America",5
485,"Angels in America",3
131,"Angels in America",4
756,"Angels in America",1
307,"Angels in America",5
495,"The Silence",5
79,"Harriet the Spy",3
305,"Heavenly Creatures",5
735,"Heavenly Creatures",4
609,"Rings",4
6,"Rings",4
384,"28 Days",3
695,"28 Days",3
97,"28 Days",3
296,"28 Days",2
79,"28 Days",3
265,"28 Days",3
201,"28 Days",4
7,"28 Days",4
250,"28 Days",3
283,"28 Days",2
998,"28 Days",5
561,"28 Days",3
616,"28 Days",4
785,"28 Days",4
291,"28 Days",4
477,"Saints and Soldiers",4
94,"Saints and Soldiers",2
997,"Dean Martin: That's Amore",3
769,"The Exorcist: Restored Version",2
298,"The Exorcist: Restored Version",4
485,"The Exorcist: Restored Version",3
767,"The Exorcist: Restored Version",3
178,"The Exorcist: Restored Version",1
149,"The Exorcist: Restored Version",5
596,"The Exorcist: Restored Version",4
305,"The Exorcist: Restored Version",5
267,"The Exorcist: Restored Version",3
798,"The Exorcist: Restored Version",4
769,"Duck Soup",3
131,"Duck Soup",3
561,"Duck Soup",5
188,"Duck Soup",3
298,"Melvin Goes to Dinner",1
87,"Melvin Goes to Dinner",2
981,"Melvin Goes to Dinner",3
79,"A Cool",4
750,"Tarzan",5
873,"Tarzan",3
769,"The Pride of the Yankees",4
769,"A Shot in the Dark",4
201,"A Shot in the Dark",2
59,"Blood In",2
769,"Harley Davidson and the Marlboro Man",2
384,"As Good as It Gets",4
769,"As Good as It Gets",2
834,"As Good as It Gets",2
195,"As Good as It Gets",5
199,"As Good as It Gets",3
602,"As Good as It Gets",4
302,"As Good as It Gets",4
695,"As Good as It Gets",4
544,"As Good as It Gets",3
485,"As Good as It Gets",3
116,"As Good as It Gets",5
265,"As Good as It Gets",4
79,"As Good as It Gets",3
477,"As Good as It Gets",3
906,"As Good as It Gets",5
462,"As Good as It Gets",5
201,"As Good as It Gets",3
684,"As Good as It Gets",5
7,"As Good as It Gets",4
126,"As Good as It Gets",5
266,"As Good as It Gets",4
527,"As Good as It Gets",3
981,"As Good as It Gets",4
305,"As Good as It Gets",4
561,"As Good as It Gets",3
614,"As Good as It Gets",5
685,"As Good as It Gets",5
933,"As Good as It Gets",4
291,"As Good as It Gets",4
536,"As Good as It Gets",5
188,"As Good as It Gets",3
471,"Lost in La Mancha",4
527,"Lost in La Mancha",4
6,"The Bounty",4
188,"The Bounty",4
769,"Down by Law",5
10,"Down by Law",2
201,"Big Business",5
477,"The 13th Warrior",3
437,"The 13th Warrior",4
481,"The 13th Warrior",4
134,"The 13th Warrior",5
283,"The 13th Warrior",2
6,"The 13th Warrior",4
188,"Deuces Wild",3
199,"Made",4
164,"Made",5
578,"Made",3
283,"Made",4
142,"Warm Springs",3
815,"Agent Red",1
769,"Mr. Deeds",3
215,"Mr. Deeds",1
979,"Mr. Deeds",4
478,"Mr. Deeds",1
793,"Mr. Deeds",4
195,"Mr. Deeds",3
199,"Mr. Deeds",5
602,"Mr. Deeds",3
682,"Mr. Deeds",4
302,"Mr. Deeds",3
383,"Mr. Deeds",4
164,"Mr. Deeds",3
609,"Mr. Deeds",4
719,"Mr. Deeds",4
169,"Mr. Deeds",3
97,"Mr. Deeds",1
116,"Mr. Deeds",4
79,"Mr. Deeds",3
265,"Mr. Deeds",2
784,"Mr. Deeds",3
920,"Mr. Deeds",5
94,"Mr. Deeds",4
8,"Mr. Deeds",4
7,"Mr. Deeds",4
968,"Mr. Deeds",3
413,"Mr. Deeds",3
266,"Mr. Deeds",4
578,"Mr. Deeds",5
481,"Mr. Deeds",4
981,"Mr. Deeds",3
183,"Mr. Deeds",3
10,"Mr. Deeds",4
614,"Mr. Deeds",1
369,"Mr. Deeds",3
685,"Mr. Deeds",3
933,"Mr. Deeds",4
6,"Mr. Deeds",3
291,"Mr. Deeds",4
358,"Mr. Deeds",3
536,"Mr. Deeds",3
815,"Mr. Deeds",4
304,"Mr. Deeds",4
663,"Mr. Deeds",4
188,"Mr. Deeds",3
688,"Mr. Deeds",5
576,"Mr. Deeds",4
735,"Mr. Deeds",4
383,"Homeward Bound: The Incredible Journey",2
301,"Homeward Bound: The Incredible Journey",4
7,"Homeward Bound: The Incredible Journey",4
268,"Homeward Bound: The Incredible Journey",5
744,"Basic",4
788,"Basic",3
231,"Basic",4
383,"Basic",3
695,"Basic",4
766,"Basic",4
79,"Basic",2
477,"Basic",4
462,"Basic",3
7,"Basic",4
481,"Basic",5
134,"Basic",4
527,"Basic",3
998,"Basic",2
369,"Basic",3
785,"Basic",3
304,"Basic",1
188,"Basic",3
550,"Basic",5
769,"Twin Peaks: Fire Walk With Me",2
305,"Twin Peaks: Fire Walk With Me",5
684,"Lost Souls",3
10,"Lost Souls",3
815,"Lost Souls",5
769,"Josie and the Pussycats",3
769,"Beavis and Butt-head Do America",3
981,"Beavis and Butt-head Do America",2
561,"Beavis and Butt-head Do America",4
188,"Beavis and Butt-head Do America",3
735,"Beavis and Butt-head Do America",3
609,"Will & Grace: Season 2",4
481,"Will & Grace: Season 2",5
769,"Antz",2
909,"Antz",2
383,"Antz",2
485,"Antz",3
79,"Antz",3
906,"Antz",4
201,"Antz",3
481,"Antz",4
268,"Antz",5
424,"Antz",4
199,"A Civil Action",4
265,"A Civil Action",3
906,"A Civil Action",4
684,"A Civil Action",3
481,"A Civil Action",5
134,"A Civil Action",5
283,"A Civil Action",3
6,"A Civil Action",3
199,"Shallow Hal",4
302,"Shallow Hal",3
695,"Shallow Hal",2
609,"Shallow Hal",3
97,"Shallow Hal",1
265,"Shallow Hal",2
79,"Shallow Hal",3
906,"Shallow Hal",3
201,"Shallow Hal",3
481,"Shallow Hal",5
134,"Shallow Hal",5
981,"Shallow Hal",3
192,"Shallow Hal",3
614,"Shallow Hal",3
6,"Shallow Hal",3
785,"Shallow Hal",3
291,"Shallow Hal",2
536,"Shallow Hal",3
815,"Shallow Hal",3
304,"Shallow Hal",3
188,"Shallow Hal",3
735,"Shallow Hal",3
769,"L.A. Confidential",4
909,"L.A. Confidential",5
834,"L.A. Confidential",3
195,"L.A. Confidential",4
199,"L.A. Confidential",4
602,"L.A. Confidential",4
298,"L.A. Confidential",3
169,"L.A. Confidential",4
544,"L.A. Confidential",4
87,"L.A. Confidential",4
247,"L.A. Confidential",5
906,"L.A. Confidential",4
684,"L.A. Confidential",3
7,"L.A. Confidential",4
134,"L.A. Confidential",5
981,"L.A. Confidential",3
561,"L.A. Confidential",5
614,"L.A. Confidential",4
508,"L.A. Confidential",5
291,"L.A. Confidential",3
735,"L.A. Confidential",5
609,"I Love Lucy: Season 3",4
769,"Stripes",4
199,"Stripes",5
602,"Stripes",5
298,"Stripes",4
265,"Stripes",4
79,"Stripes",4
906,"Stripes",5
462,"Stripes",4
968,"Stripes",3
266,"Stripes",5
578,"Stripes",4
188,"Stripes",4
87,"Cyrano de Bergerac",4
307,"The Tempest",3
744,"The Order",2
87,"The Order",3
766,"The Order",2
481,"The Order",4
979,"Wild Things 2",3
592,"My Baby's Daddy",3
840,"Serving Sara",2
756,"Serving Sara",3
527,"Serving Sara",3
815,"Serving Sara",3
437,"Return to Snowy River",4
383,"The 6th Day",2
97,"The 6th Day",1
477,"The 6th Day",3
684,"The 6th Day",4
266,"The 6th Day",4
481,"The 6th Day",4
134,"The 6th Day",4
10,"The 6th Day",3
561,"The 6th Day",4
614,"The 6th Day",3
6,"The 6th Day",4
785,"The 6th Day",4
358,"The 6th Day",2
536,"The 6th Day",4
815,"The 6th Day",3
304,"The 6th Day",2
97,"Happy Accidents",4
933,"Happy Accidents",3
769,"The Fifth Element",2
195,"The Fifth Element",3
199,"The Fifth Element",4
602,"The Fifth Element",3
97,"The Fifth Element",1
485,"The Fifth Element",2
547,"The Fifth Element",5
477,"The Fifth Element",3
462,"The Fifth Element",3
201,"The Fifth Element",2
684,"The Fifth Element",4
437,"The Fifth Element",4
596,"The Fifth Element",4
481,"The Fifth Element",5
134,"The Fifth Element",5
981,"The Fifth Element",2
561,"The Fifth Element",5
6,"The Fifth Element",5
930,"The Fifth Element",3
304,"The Fifth Element",4
188,"The Fifth Element",3
769,"Star Wars: Episode I: The Phantom Menace",1
921,"Star Wars: Episode I: The Phantom Menace",5
